indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,direct_candidate_1_trait_key,direct_candidate_1_name,direct_candidate_1_source,direct_candidate_1_build,direct_candidate_1_pops,direct_candidate_1_score,direct_candidate_2_trait_key,direct_candidate_2_name,direct_candidate_2_source,direct_candidate_2_build,direct_candidate_2_pops,direct_candidate_2_score,direct_candidate_3_trait_key,direct_candidate_3_name,direct_candidate_3_source,direct_candidate_3_build,direct_candidate_3_pops,direct_candidate_3_score,direct_candidate_4_trait_key,direct_candidate_4_name,direct_candidate_4_source,direct_candidate_4_build,direct_candidate_4_pops,direct_candidate_4_score,direct_candidate_5_trait_key,direct_candidate_5_name,direct_candidate_5_source,direct_candidate_5_build,direct_candidate_5_pops,direct_candidate_5_score,selected_trait_key_1,mapping_tier_1,mapping_rationale_1,reviewer_notes_1,selected_trait_key_2,mapping_tier_2,mapping_rationale_2,reviewer_notes_2,selected_trait_key_3,mapping_tier_3,mapping_rationale_3,reviewer_notes_3,selected_trait_key_4,mapping_tier_4,mapping_rationale_4,reviewer_notes_4,selected_trait_key_5,mapping_tier_5,mapping_rationale_5,reviewer_notes_5,indication_review_status,exclude_reason
D014565,Urogenital Neoplasms,Urogenital Neoplasms,2,2,0,2,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,51.372549019607845,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,51.344086021505376,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",48.223684210526315,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.674418604651163,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.659574468085106,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D057135,Wet Macular Degeneration,Wet Macular Degeneration,2,2,0,2,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.5625,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,6.279069767441861,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",6.226415094339623,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",6.136363636363637,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",6.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D000417,Albinism,Albinism,1,1,0,1,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",6.428571428571428,GBMI::Asthma,Asthma,GBMI,GRCh38,,6.428571428571428,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",5.454545454545455,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,5.454545454545455,Pan-UKB::phecode|760|both_sexes||,Back pain,Pan-UKB,GRCh37,"CSA,EUR",5.294117647058824,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D019973,Alcohol-Related Disorders,Alcohol-Related Disorders,1,1,0,1,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",275.0,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",46.00806451612903,Pan-UKB::icd10|Z72|both_sexes||,Z72 Problems related to lifestyle,Pan-UKB,GRCh37,"AFR,EUR",44.35849056603774,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.75,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.75,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D000505,Alopecia,Alopecia,1,1,1,0,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",7.894736842105263,Pan-UKB::phecode|418|both_sexes||,Nonspecific chest pain,Pan-UKB,GRCh37,"CSA,EUR",7.674418604651163,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",7.5,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",7.317073170731707,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",7.317073170731707,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D000690,Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,1,1,0,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",10.54054054054054,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",9.622641509433961,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",9.090909090909092,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.478260869565217,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,7.758620689655173,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001145,"Arrhythmias, Cardiac","Arrhythmias, Cardiac",1,1,0,1,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",41.32629107981221,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",10.0,GBMI::Asthma,Asthma,GBMI,GRCh38,,10.0,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",8.108108108108109,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,8.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001171,"Arthritis, Juvenile","Arthritis, Juvenile",1,1,1,0,Pan-UKB::phecode|714|both_sexes||,Rheumatoid arthritis and other inflammatory polyarthropathies,Pan-UKB,GRCh37,"CSA,EUR",62.333333333333336,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",48.29545454545455,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",43.29032258064516,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",36.642857142857146,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,35.275862068965516,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001850,"Bone Diseases, Infectious","Bone Diseases, Infectious",1,1,0,1,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",9.333333333333334,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",9.230769230769232,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.0,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",7.868852459016394,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,7.5,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D001851,"Bone Diseases, Metabolic","Bone Diseases, Metabolic",1,1,0,1,Pan-UKB::icd10|E66|both_sexes||,E66 Obesity,Pan-UKB,GRCh37,"EUR,MID",9.130434782608695,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.863636363636363,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",8.4,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",8.076923076923077,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,7.627118644067796,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D029481,"Bronchitis, Chronic","Bronchitis, Chronic",1,1,1,0,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",275.0,Pan-UKB::phecode|496.21|both_sexes||,Obstructive chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",139.58333333333334,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",47.32142857142857,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,46.38636363636363,Pan-UKB::icd10|J44|both_sexes||,J44 Other chronic obstructive pulmonary disease,Pan-UKB,GRCh37,"CSA,EUR",45.635245901639344,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D000086382,COVID-19,COVID-19,1,1,1,0,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,41.03333333333334,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.666666666666666,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.49056603773585,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",8.181818181818182,GBMI::COPD,Chronic obstructive pulmonary disease,GBMI,GRCh38,,7.627118644067796,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D002446,Celiac Disease,Celiac Disease,1,1,0,1,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",10.0,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",9.090909090909092,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",8.571428571428571,GBMI::Stroke,Stroke,GBMI,GRCh38,,8.181818181818182,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D002761,Cholangitis,Cholangitis,1,1,0,1,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",9.6,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",9.6,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",8.275862068965518,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,7.241379310344828,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",7.105263157894736,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003414,Crigler-Najjar Syndrome,Crigler-Najjar Syndrome,1,1,0,1,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",42.75,Pan-UKB::phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified",Pan-UKB,GRCh37,"CSA,EAS,EUR",7.0,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.428571428571428,Pan-UKB::icd10|E66|both_sexes||,E66 Obesity,Pan-UKB,GRCh37,"EUR,MID",6.428571428571428,Pan-UKB::icd10|F17|both_sexes||,F17 Mental and behavioural disorders due to use of tobacco,Pan-UKB,GRCh37,"EAS,EUR",6.428571428571428,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003704,Dementia,Dementia,1,1,0,1,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",10.0,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",9.090909090909092,Pan-UKB::phecode|272|both_sexes||,Disorders of lipoid metabolism,Pan-UKB,GRCh37,"CSA,EUR",7.090909090909091,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",7.0212765957446805,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003928,Diabetic Nephropathies,Diabetic Nephropathies,1,1,0,1,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",48.2520325203252,Pan-UKB::icd10|N20|both_sexes||,N20 Calculus of kidney and ureter,Pan-UKB,GRCh37,"CSA,EUR",46.25,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",9.6,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",9.333333333333334,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",8.780487804878048,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D003929,Diabetic Neuropathies,Diabetic Neuropathies,1,1,0,1,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,8.653846153846153,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",8.333333333333334,Pan-UKB::phecode|716|both_sexes||,Other arthropathies,Pan-UKB,GRCh37,"EAS,EUR",8.25,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",7.9411764705882355,Pan-UKB::icd10|R07|both_sexes||,R07 Pain in throat and chest,Pan-UKB,GRCh37,"CSA,EUR",7.9245283018867925,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004381,Duodenal Ulcer,Duodenal Ulcer,1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,8.88888888888889,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",8.0,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.0,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.0,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",6.857142857142857,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D020920,Dyssomnias,Dyssomnias,1,1,0,1,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",133.75,Pan-UKB::phecode|327|both_sexes||,Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",133.75,Pan-UKB::phecode|327.3|both_sexes||,Sleep apnea,Pan-UKB,GRCh37,"CSA,EUR",48.33333333333333,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",10.408163265306122,Pan-UKB::phecode|318|both_sexes||,Tobacco use disorder,Pan-UKB,GRCh37,"EAS,EUR",8.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004485,Eczema,Eczema,1,1,0,1,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",7.800000000000001,Pan-UKB::phecode|716.2|both_sexes||,Unspecified monoarthritis,Pan-UKB,GRCh37,"CSA,EAS,EUR,MID",7.173913043478261,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",6.279069767441861,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,6.279069767441861,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",6.206896551724138,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D016889,Endometrial Neoplasms,Endometrial Neoplasms,1,1,0,1,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,51.041666666666664,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,49.166666666666664,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,8.863636363636363,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",8.571428571428571,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.9411764705882355,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004715,Endometriosis,Endometriosis,1,1,1,0,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",8.88888888888889,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.5,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,6.857142857142857,Pan-UKB::icd10|K80|both_sexes||,K80 Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.666666666666666,Pan-UKB::phecode|574.1|both_sexes||,Cholelithiasis,Pan-UKB,GRCh37,"EAS,EUR",6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004828,"Epilepsies, Partial","Epilepsies, Partial",1,1,1,0,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",52.916666666666664,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",52.25490196078431,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,47.122093023255815,Pan-UKB::phecode|317|both_sexes||,Alcohol-related disorders,Pan-UKB,GRCh37,"AFR,EUR",46.52777777777778,Pan-UKB::icd10|R19|both_sexes||,R19 Other symptoms and signs involving the digestive system and abdomen,Pan-UKB,GRCh37,"EUR,MID",40.172413793103445,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D004938,Esophageal Neoplasms,Esophageal Neoplasms,1,1,0,1,Pan-UKB::phecode|530|both_sexes||,Diseases of esophagus,Pan-UKB,GRCh37,"EUR,MID",88.75,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,50.376344086021504,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,49.666666666666664,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",8.653846153846153,Pan-UKB::phecode|530.1|both_sexes||,"Esophagitis, GERD and related diseases",Pan-UKB,GRCh37,"EUR,MID",8.035714285714285,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005168,Factor VII Deficiency,Factor VII Deficiency,1,1,0,1,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,8.372093023255815,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",7.5,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,7.0588235294117645,Pan-UKB::phecode|496.2|both_sexes||,Chronic bronchitis,Pan-UKB,GRCh37,"CSA,EUR",6.923076923076923,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005173,Factor XI Deficiency,Factor XI Deficiency,1,1,1,0,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,8.181818181818182,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",7.692307692307692,Pan-UKB::phecode|418|both_sexes||,Nonspecific chest pain,Pan-UKB,GRCh37,"CSA,EUR",6.818181818181818,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",6.75,GBMI::VTE,Venous thromboembolism,GBMI,GRCh38,,6.585365853658536,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D042882,Gallstones,Gallstones,1,1,0,1,Pan-UKB::phecode|594|both_sexes||,Urinary calculus,Pan-UKB,GRCh37,"CSA,EUR",10.645161290322582,Pan-UKB::phecode|558|both_sexes||,Noninfectious gastroenteritis,Pan-UKB,GRCh37,"CSA,EUR",8.035714285714285,GBMI::Stroke,Stroke,GBMI,GRCh38,,8.0,Pan-UKB::phecode|594.1|both_sexes||,Calculus of kidney,Pan-UKB,GRCh37,"CSA,EUR",7.777777777777778,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.741935483870968,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,Pan-UKB::icd10|J45|both_sexes||,J45 Asthma,Pan-UKB,GRCh37,"CSA,EUR,MID",8.333333333333334,GBMI::Asthma,Asthma,GBMI,GRCh38,,8.333333333333334,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",6.75,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",6.666666666666666,Pan-UKB::phecode|740|both_sexes||,Osteoarthrosis,Pan-UKB,GRCh37,"EUR,MID",6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006177,Gynecomastia,Gynecomastia,1,1,0,1,Pan-UKB::phecode|835|both_sexes||,Internal derangement of knee,Pan-UKB,GRCh37,"EUR,MID",7.647058823529411,GBMI::HF,Heart failure,GBMI,GRCh38,,7.5,Pan-UKB::phecode|306|both_sexes||,Other mental disorder,Pan-UKB,GRCh37,"EAS,EUR",6.818181818181818,Pan-UKB::icd10|K44|both_sexes||,K44 Diaphragmatic hernia,Pan-UKB,GRCh37,"EUR,MID",6.75,Pan-UKB::phecode|550.2|both_sexes||,Diaphragmatic hernia,Pan-UKB,GRCh37,"CSA,EUR,MID",6.75,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006333,Heart Failure,Heart Failure,1,1,0,1,GBMI::HF,Heart failure,GBMI,GRCh38,,275.0,Pan-UKB::phecode|411|both_sexes||,Ischemic Heart Disease,Pan-UKB,GRCh37,"CSA,EUR",48.52380952380952,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",44.20454545454545,Pan-UKB::phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified",Pan-UKB,GRCh37,"CSA,EAS,EUR",43.17622950819672,Pan-UKB::icd10|Z95|both_sexes||,Z95 Presence of cardiac and vascular implants and grafts,Pan-UKB,GRCh37,"CSA,EUR",39.86318407960199,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D019337,Hematologic Neoplasms,Hematologic Neoplasms,1,1,0,1,GBMI::ThC,Thyroid cancer,GBMI,GRCh38,,52.05128205128205,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,49.74358974358974,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.105263157894736,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",7.105263157894736,GBMI::AAA,Abdominal aortic aneurysm,GBMI,GRCh38,,7.105263157894736,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006432,Hemochromatosis,Hemochromatosis,1,1,0,1,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",51.666666666666664,Pan-UKB::phecode|250|both_sexes||,Diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",51.041666666666664,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,44.8,Pan-UKB::icd10|E11|both_sexes||,E11 Non-insulin-dependent diabetes mellitus,Pan-UKB,GRCh37,"CSA,EUR",42.5,Pan-UKB::icd10|G47|both_sexes||,G47 Sleep disorders,Pan-UKB,GRCh37,"CSA,EUR",9.72972972972973,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006712,Homocystinuria,Homocystinuria,1,1,0,1,Pan-UKB::icd10|I25|both_sexes||,I25 Chronic ischaemic heart disease,Pan-UKB,GRCh37,"CSA,EUR",8.181818181818182,Pan-UKB::icd10|K21|both_sexes||,K21 Gastro-oesophageal reflux disease,Pan-UKB,GRCh37,"EUR,MID",7.215189873417722,GBMI::AcApp,Acute appendicitis,GBMI,GRCh38,,7.0588235294117645,Pan-UKB::phecode|550|both_sexes||,Abdominal hernia,Pan-UKB,GRCh37,"EAS,EUR",7.0,Pan-UKB::phecode|411.8|both_sexes||,"Other chronic ischemic heart disease, unspecified",Pan-UKB,GRCh37,"CSA,EAS,EUR",6.627906976744186,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D006934,Hypercalcemia,Hypercalcemia,1,1,1,0,Pan-UKB::phecode|401|both_sexes||,Hypertension,Pan-UKB,GRCh37,"CSA,EUR",8.4,Pan-UKB::phecode|785|both_sexes||,Abdominal pain,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,GBMI::HF,Heart failure,GBMI,GRCh38,,6.923076923076923,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.75,GBMI::UtC,Uterine cancer,GBMI,GRCh38,,6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D008072,Hyperlipoproteinemia Type I,Hyperlipoproteinemia Type I,1,1,1,0,Pan-UKB::phecode|250.2|both_sexes||,Type 2 diabetes,Pan-UKB,GRCh37,"CSA,EUR",48.643410852713174,Pan-UKB::phecode|401.1|both_sexes||,Essential hypertension,Pan-UKB,GRCh37,"CSA,EUR",47.806603773584904,GBMI::IPF,Idiopathic pulmonary fibrosis,GBMI,GRCh38,,30.57142857142857,Pan-UKB::icd10|K42|both_sexes||,K42 Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",9.0,Pan-UKB::phecode|550.4|both_sexes||,Umbilical hernia,Pan-UKB,GRCh37,"CSA,EUR",9.0,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
D049950,"Hyperparathyroidism, Primary","Hyperparathyroidism, Primary",1,1,1,0,GBMI::POAG,Primary open-angle glaucoma,GBMI,GRCh38,,44.77777777777778,Pan-UKB::phecode|716.9|both_sexes||,Arthropathy NOS,Pan-UKB,GRCh37,"EAS,EUR",7.142857142857142,Pan-UKB::phecode|411.4|both_sexes||,Coronary atherosclerosis,Pan-UKB,GRCh37,"CSA,EUR",7.0588235294117645,Pan-UKB::icd10|Z86|both_sexes||,Z86 Personal history of certain other diseases,Pan-UKB,GRCh37,"EUR,MID",6.857142857142857,GBMI::HCM,Hypertrophic cardiomyopathy,GBMI,GRCh38,,6.666666666666666,,,,,,,,,,,,,,,,,,,,,UNREVIEWED,
